,Year,Channel,Arm,Values,Seed,Scenario
1754,2019.673076923075,Co-Prevalent Cases,Intervention,11,1,Nutrition-->TB activation link
1755,2019.6923076923058,Co-Prevalent Cases,Intervention,12,1,Nutrition-->TB activation link
1756,2019.7115384615365,Co-Prevalent Cases,Intervention,12,1,Nutrition-->TB activation link
1757,2019.7307692307672,Co-Prevalent Cases,Intervention,13,1,Nutrition-->TB activation link
1758,2019.749999999998,Co-Prevalent Cases,Intervention,13,1,Nutrition-->TB activation link
1759,2019.7692307692287,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1760,2019.7884615384594,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1761,2019.80769230769,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1762,2019.8269230769208,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1763,2019.8461538461515,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1764,2019.8653846153823,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1765,2019.884615384613,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1766,2019.9038461538437,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1767,2019.9230769230744,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1768,2019.9423076923051,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1769,2019.9615384615358,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1770,2019.9807692307666,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1771,2019.9999999999973,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1772,2020.019230769228,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1773,2020.0384615384587,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1774,2020.0576923076894,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1775,2020.0769230769201,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1776,2020.0961538461509,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1777,2020.1153846153816,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1778,2020.1346153846123,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1779,2020.153846153843,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1780,2020.1730769230737,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1781,2020.1923076923044,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1782,2020.2115384615352,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1783,2020.2307692307659,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1784,2020.2499999999966,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1785,2020.2692307692273,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1786,2020.288461538458,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1787,2020.3076923076887,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1788,2020.3269230769195,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1789,2020.3461538461502,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1790,2020.365384615381,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1791,2020.3846153846116,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1792,2020.4038461538423,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1793,2020.423076923073,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1794,2020.4423076923038,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1795,2020.4615384615345,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1796,2020.4807692307652,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1797,2020.499999999996,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1798,2020.5192307692266,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1799,2020.5384615384573,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1800,2020.557692307688,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1801,2020.5769230769188,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1802,2020.5961538461495,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1803,2020.6153846153802,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1804,2020.634615384611,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1805,2020.6538461538416,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1806,2020.6730769230724,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1807,2020.692307692303,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1808,2020.7115384615338,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1809,2020.7307692307645,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1810,2020.7499999999952,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1811,2020.769230769226,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1812,2020.7884615384567,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1813,2020.8076923076874,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1814,2020.826923076918,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1815,2020.8461538461488,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1816,2020.8653846153795,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1817,2020.8846153846102,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1818,2020.903846153841,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1819,2020.9230769230717,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1820,2020.9423076923024,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1821,2020.961538461533,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1822,2020.9807692307638,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1823,2020.9999999999945,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1824,2021.0192307692253,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1825,2021.038461538456,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1826,2021.0576923076867,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1827,2021.0769230769174,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1828,2021.0961538461481,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1829,2021.1153846153788,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1830,2021.1346153846096,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1831,2021.1538461538403,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1832,2021.173076923071,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1833,2021.1923076923017,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1834,2021.2115384615324,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1835,2021.2307692307631,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1836,2021.2499999999939,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1837,2021.2692307692246,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1838,2021.2884615384553,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1839,2021.307692307686,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1840,2021.3269230769167,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1841,2021.3461538461474,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1842,2021.3653846153782,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1843,2021.3846153846089,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1844,2021.4038461538396,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1845,2021.4230769230703,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1846,2021.442307692301,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1847,2021.4615384615317,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1848,2021.4807692307625,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1849,2021.4999999999932,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1850,2021.519230769224,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1851,2021.5384615384546,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1852,2021.5576923076853,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1853,2021.576923076916,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1854,2021.5961538461468,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1855,2021.6153846153775,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1856,2021.6346153846082,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1857,2021.653846153839,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1858,2021.6730769230696,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1859,2021.6923076923003,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1860,2021.711538461531,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1861,2021.7307692307618,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1862,2021.7499999999925,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1863,2021.7692307692232,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1864,2021.788461538454,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1865,2021.8076923076846,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1866,2021.8269230769154,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1867,2021.846153846146,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1868,2021.8653846153768,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1869,2021.8846153846075,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1870,2021.9038461538382,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1871,2021.923076923069,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1872,2021.9423076922997,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1873,2021.9615384615304,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1874,2021.980769230761,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1875,2021.9999999999918,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1876,2022.0192307692225,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1877,2022.0384615384532,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1878,2022.057692307684,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1879,2022.0769230769147,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1880,2022.0961538461454,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1881,2022.1153846153761,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1882,2022.1346153846068,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1883,2022.1538461538375,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1884,2022.1730769230683,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1885,2022.192307692299,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1886,2022.2115384615297,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1887,2022.2307692307604,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1888,2022.2499999999911,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1889,2022.2692307692218,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1890,2022.2884615384526,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1891,2022.3076923076833,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1892,2022.326923076914,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1893,2022.3461538461447,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1894,2022.3653846153754,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1895,2022.3846153846061,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1896,2022.4038461538369,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1897,2022.4230769230676,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1898,2022.4423076922983,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1899,2022.461538461529,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1900,2022.4807692307597,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1901,2022.4999999999905,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1902,2022.5192307692212,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1903,2022.5384615384519,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1904,2022.5576923076826,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1905,2022.5769230769133,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1906,2022.596153846144,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1907,2022.6153846153748,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1908,2022.6346153846055,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1909,2022.6538461538362,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1910,2022.673076923067,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1911,2022.6923076922976,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1912,2022.7115384615283,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1913,2022.730769230759,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1914,2022.7499999999898,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1915,2022.7692307692205,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1916,2022.7884615384512,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1917,2022.807692307682,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1918,2022.8269230769126,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1919,2022.8461538461434,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1920,2022.865384615374,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1921,2022.8846153846048,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1922,2022.9038461538355,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1923,2022.9230769230662,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1924,2022.942307692297,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1925,2022.9615384615277,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1926,2022.9807692307584,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1927,2022.999999999989,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1928,2023.0192307692198,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1929,2023.0384615384505,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1930,2023.0576923076812,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1931,2023.076923076912,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1932,2023.0961538461427,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1933,2023.1153846153734,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1934,2023.134615384604,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1935,2023.1538461538348,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1936,2023.1730769230655,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1937,2023.1923076922963,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1938,2023.211538461527,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1939,2023.2307692307577,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1940,2023.2499999999884,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1941,2023.2692307692191,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1942,2023.2884615384498,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1943,2023.3076923076806,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1944,2023.3269230769113,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1945,2023.346153846142,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1946,2023.3653846153727,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1947,2023.3846153846034,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1948,2023.4038461538341,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1949,2023.4230769230649,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1950,2023.4423076922956,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1951,2023.4615384615263,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1952,2023.480769230757,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1953,2023.4999999999877,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1954,2023.5192307692184,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1955,2023.5384615384492,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1956,2023.5576923076799,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1957,2023.5769230769106,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1958,2023.5961538461413,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1959,2023.615384615372,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1960,2023.6346153846027,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1961,2023.6538461538335,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1962,2023.6730769230642,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1963,2023.692307692295,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1964,2023.7115384615256,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1965,2023.7307692307563,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1966,2023.749999999987,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1967,2023.7692307692178,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1968,2023.7884615384485,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1969,2023.8076923076792,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1970,2023.82692307691,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1971,2023.8461538461406,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1972,2023.8653846153713,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1973,2023.884615384602,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1974,2023.9038461538328,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1975,2023.9230769230635,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1976,2023.9423076922942,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1977,2023.961538461525,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1978,2023.9807692307556,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1979,2023.9999999999864,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1980,2024.019230769217,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1981,2024.0384615384478,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1982,2024.0576923076785,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1983,2024.0769230769092,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1984,2024.09615384614,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1985,2024.1153846153707,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1986,2024.1346153846014,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1987,2024.153846153832,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1988,2024.1730769230628,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1989,2024.1923076922935,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1990,2024.2115384615242,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1991,2024.230769230755,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1992,2024.2499999999857,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1993,2024.2692307692164,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1994,2024.288461538447,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1995,2024.3076923076778,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1996,2024.3269230769085,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1997,2024.3461538461393,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1998,2024.36538461537,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
1999,2024.3846153846007,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2000,2024.4038461538314,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2001,2024.4230769230621,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2002,2024.4423076922928,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2003,2024.4615384615236,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2004,2024.4807692307543,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2005,2024.499999999985,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2006,2024.5192307692157,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2007,2024.5384615384464,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2008,2024.5576923076771,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2009,2024.5769230769079,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2010,2024.5961538461386,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2011,2024.6153846153693,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2012,2024.6346153846,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2013,2024.6538461538307,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2014,2024.6730769230614,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2015,2024.6923076922922,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2016,2024.7115384615229,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2017,2024.7307692307536,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2018,2024.7499999999843,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2019,2024.769230769215,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2020,2024.7884615384457,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2021,2024.8076923076765,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2022,2024.8269230769072,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2023,2024.846153846138,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2024,2024.8653846153686,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2025,2024.8846153845993,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2026,2024.90384615383,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2027,2024.9230769230608,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2028,2024.9423076922915,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2029,2024.9615384615222,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2030,2024.980769230753,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2031,2024.9999999999836,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2032,2025.0192307692143,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2033,2025.038461538445,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2034,2025.0576923076758,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2035,2025.0769230769065,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2036,2025.0961538461372,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2037,2025.115384615368,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2038,2025.1346153845986,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2039,2025.1538461538294,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2040,2025.17307692306,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2041,2025.1923076922908,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2042,2025.2115384615215,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2043,2025.2307692307522,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2044,2025.249999999983,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2045,2025.2692307692137,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2046,2025.2884615384444,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2047,2025.307692307675,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2048,2025.3269230769058,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2049,2025.3461538461365,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2050,2025.3653846153672,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2051,2025.384615384598,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2052,2025.4038461538287,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2053,2025.4230769230594,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2054,2025.4423076922901,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2055,2025.4615384615208,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2056,2025.4807692307515,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2057,2025.4999999999823,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
2058,2025.519230769213,Co-Prevalent Cases,Intervention,14,1,Nutrition-->TB activation link
